1.320965051651000977e+00,1.656382322311401367e+00,2.003394365310668945e+00
2.429812192916870117e+00,2.739348649978637695e+00,3.048479318618774414e+00
3.434041261672973633e+00,3.743710994720458984e+00,4.051642417907714844e+00
4.456562995910644531e+00,4.776631593704223633e+00,5.078890323638916016e+00
5.461968898773193359e+00,5.779466152191162109e+00,6.088904619216918945e+00
7.478427886962890625e+00,7.790166378021240234e+00,8.106542825698852539e+00
8.490787506103515625e+00,8.805820465087890625e+00,9.111360073089599609e+00
9.517512321472167969e+00,9.827218770980834961e+00,1.016353964805603027e+01
1.054744148254394531e+01,1.085695099830627441e+01,1.115821766853332520e+01
1.153966188430786133e+01,1.184243202209472656e+01,1.215795898437500000e+01
1.355153036117553711e+01,1.385562491416931152e+01,1.420041990280151367e+01
1.457924580574035645e+01,1.488887023925781250e+01,1.522599363327026367e+01
1.560361719131469727e+01,1.591299223899841309e+01,1.622241973876953125e+01
1.660857915878295898e+01,1.691955089569091797e+01,1.723191618919372559e+01
1.761121964454650879e+01,1.795164680480957031e+01,1.826563835144042969e+01
1.965706205368041992e+01,1.996839857101440430e+01,2.027560639381408691e+01
2.065951585769653320e+01,2.097491955757141113e+01,2.128915715217590332e+01
2.166793227195739746e+01,2.198247075080871582e+01,2.229380083084106445e+01
2.266865468025207520e+01,2.297863578796386719e+01,2.329032802581787109e+01
2.366982102394104004e+01,2.399829220771789551e+01,2.430973005294799805e+01
2.570731234550476074e+01,2.601970243453979492e+01,2.633154726028442383e+01
2.670921206474304199e+01,2.702891445159912109e+01,2.735170412063598633e+01
2.773292803764343262e+01,2.805268669128417969e+01,2.836729764938354492e+01
2.874761962890625000e+01,2.908641338348388672e+01,2.939992475509643555e+01
2.978591156005859375e+01,3.009284114837646484e+01,3.040771794319152832e+01
3.179581665992736816e+01,3.210734724998474121e+01,3.244643926620483398e+01
3.282139348983764648e+01,3.313754630088806152e+01,3.347386121749877930e+01
3.386516404151916504e+01,3.418795847892761230e+01,3.450533699989318848e+01
3.487862944602966309e+01,3.519091773033142090e+01,3.549956154823303223e+01
3.587656378746032715e+01,3.621312046051025391e+01,3.653854560852050781e+01
3.795355725288391113e+01,3.828338050842285156e+01,3.860654497146606445e+01
3.898671722412109375e+01,3.930534744262695312e+01,3.961470365524291992e+01
3.999867439270019531e+01,4.031045079231262207e+01,4.064996123313903809e+01
4.102538681030273438e+01,4.134009432792663574e+01,4.167372131347656250e+01
4.205256128311157227e+01,4.236689376831054688e+01,4.270849251747131348e+01
4.409514880180358887e+01,4.441515898704528809e+01,4.472788310050964355e+01
4.511309194564819336e+01,4.543316984176635742e+01,4.573784351348876953e+01
4.612185788154602051e+01,4.643078804016113281e+01,4.676536750793457031e+01
4.713692760467529297e+01,4.745709753036499023e+01,4.776562666893005371e+01
4.814847326278686523e+01,4.845914483070373535e+01,4.876720952987670898e+01
5.017501354217529297e+01,5.051833224296569824e+01,5.083844041824340820e+01
5.122069501876831055e+01,5.153207445144653320e+01,5.184409141540527344e+01
5.222313785552978516e+01,5.253356242179870605e+01,5.284917354583740234e+01
5.322982954978942871e+01,5.354580068588256836e+01,5.385538482666015625e+01
5.424528503417968750e+01,5.455233812332153320e+01,5.486872959136962891e+01
5.626197648048400879e+01,5.658583664894104004e+01,5.692792201042175293e+01
5.733126664161682129e+01,5.764609956741333008e+01,5.796684122085571289e+01
5.837802124023437500e+01,5.869313931465148926e+01,5.900722551345825195e+01
5.940208816528320312e+01,5.971744370460510254e+01,6.003511261940002441e+01
6.041933655738830566e+01,6.073691749572753906e+01,6.105669021606445312e+01
6.245822000503540039e+01,6.278807067871093750e+01,6.310495591163635254e+01
6.349812436103820801e+01,6.381260013580322266e+01,6.412773561477661133e+01
6.451760745048522949e+01,6.483659625053405762e+01,6.515163493156433105e+01
6.554736495018005371e+01,6.585891532897949219e+01,6.617811226844787598e+01
6.656402325630187988e+01,6.689042210578918457e+01,6.721006059646606445e+01
6.861376070976257324e+01,6.893214583396911621e+01,6.924973630905151367e+01
6.963320183753967285e+01,6.995340418815612793e+01,7.027148318290710449e+01
7.069962000846862793e+01,7.102884769439697266e+01,7.134910225868225098e+01
7.176820492744445801e+01,7.209305667877197266e+01,7.241574597358703613e+01
7.280215692520141602e+01,7.312373042106628418e+01,7.344463372230529785e+01
7.484792971611022949e+01,7.517840933799743652e+01,7.549925279617309570e+01
7.588893342018127441e+01,7.621021080017089844e+01,7.652482533454895020e+01
7.692036986351013184e+01,7.723696112632751465e+01,7.754913783073425293e+01
