9.995409032258065054e+03,1.005649290322580600e+04,1.000989548387096693e+04
9.999059354838709623e+03,1.000527225806451679e+04,9.971543225806452028e+03
1.001837161290322547e+04,9.948061935483870911e+03,1.000876516129032279e+04
9.976323870967742550e+03,1.000490451612903234e+04,1.002451225806451657e+04
9.977812903225805712e+03,1.004738709677419320e+04,9.924317419354838421e+03
9.979954838709676551e+03,9.968624516129031690e+03,1.000207225806451606e+04
1.001855225806451563e+04,9.997012903225806440e+03,9.969818064516128288e+03
9.992886451612903329e+03,9.958850322580645297e+03,9.993606451612902674e+03
1.002267741935483900e+04,1.006652258064516172e+04,1.000526322580645137e+04
9.988941935483870111e+03,1.002747999999999956e+04,9.995273548387096525e+03
1.000582064516128958e+04,1.002014580645161368e+04,9.974498064516128579e+03
1.004666193548387128e+04,1.001744645161290282e+04,9.978393548387097326e+03
1.000665806451612843e+04,1.008307096774193633e+04,9.944366451612902893e+03
1.003343870967741896e+04,1.000327870967741910e+04,1.002402193548387186e+04
9.923090322580645079e+03,9.997234838709677206e+03,1.002806193548387091e+04
9.996194838709678152e+03,9.980949677419353975e+03,9.998298064516129671e+03
1.002802967741935572e+04,9.990615483870968092e+03,9.963210322580645879e+03
9.981347096774194142e+03,9.985738064516128361e+03,9.983670967741934874e+03
9.992903225806450791e+03,1.000786580645161303e+04,1.002282064516128958e+04
9.994250322580644934e+03,9.953242580645161070e+03,9.981326451612903838e+03
1.003449161290322627e+04,1.005787870967741947e+04,1.004113806451612982e+04
1.007784774193548401e+04,9.996378064516129598e+03,9.921410322580644788e+03
9.993598709677418810e+03,1.009535483870967801e+04,9.957141935483870839e+03
1.003830193548387069e+04,1.003221161290322561e+04,9.941254193548387775e+03
9.949744516129032490e+03,9.999602580645161652e+03,1.008410322580645152e+04
9.946781935483870257e+03,1.001173032258064450e+04,9.975215483870968455e+03
1.001451612903225760e+04,1.001833290322580615e+04,9.974441290322580244e+03
9.968021935483871857e+03,9.954792258064515408e+03,1.002122838709677490e+04
9.974936774193547535e+03,9.970598709677418810e+03,9.969169032258065272e+03
1.001152516129032301e+04,9.983129032258064399e+03,1.005897032258064428e+04
9.994263225806451374e+03,1.001402451612903315e+04,9.959245161290322358e+03
1.001188645161290333e+04,1.003838709677419320e+04,9.988811612903225978e+03
1.000657677419354877e+04,9.941891612903225905e+03,1.003294322580645166e+04
9.950705806451613171e+03,9.979455483870968237e+03,1.002129032258064581e+04
1.000793032258064522e+04,1.002706322580645246e+04,1.001384000000000015e+04
1.000093935483870882e+04,9.952623225806451956e+03,1.000365677419354870e+04
1.002182580645161215e+04,9.963754838709677642e+03,1.002289548387096693e+04
9.969104516129033073e+03,9.965908387096773367e+03,1.003177935483870897e+04
1.000421548387096846e+04,9.976916129032257231e+03,1.001479612903225825e+04
9.955094193548387921e+03,1.008180129032258083e+04,9.997256774193549063e+03
1.002787354838709689e+04,1.003967870967741874e+04,9.999246451612903911e+03
1.001902451612903315e+04,9.975741935483871202e+03,1.004119741935483944e+04
1.001529032258064581e+04,1.006189161290322591e+04,9.999637419354838130e+03
9.994079999999999927e+03,1.006111483870967822e+04,9.997458064516129525e+03
9.996394838709677060e+03,1.003631870967741997e+04,9.952117419354839512e+03
9.965614193548386538e+03,1.004842838709677380e+04,1.003314967741935470e+04
9.982357419354839294e+03,1.006440387096774248e+04,9.971639999999999418e+03
9.938761290322579953e+03,1.001059354838709623e+04,1.001164903225806484e+04
1.002150451612903271e+04,9.980998709677418447e+03,9.975901935483871057e+03
1.001248516129032214e+04,9.969127741935484664e+03,1.009471225806451548e+04
1.004839096774193604e+04,1.001049548387096729e+04,1.001628258064516194e+04
1.003010322580645152e+04,9.981532903225806876e+03,9.952086451612904057e+03
1.000130064516129096e+04,1.002602838709677417e+04,9.979712258064515481e+03
1.003246064516129081e+04,1.001164387096774226e+04,1.000144129032258024e+04
9.935562580645160779e+03,1.001980516129032185e+04,1.004140516129032221e+04
9.951700645161290595e+03,1.005823483870967721e+04,9.991350967741935165e+03
1.004377935483870897e+04,9.986078709677420193e+03,9.971263225806451374e+03
9.946514838709677861e+03,9.942659354838709987e+03,9.970798709677419538e+03
9.912789677419354121e+03,9.995353548387096453e+03,1.002926322580645137e+04
9.972589677419355212e+03,1.000355225806451563e+04,1.006229161290322554e+04
1.001568387096774131e+04,1.003823225806451592e+04,1.002448516129032214e+04
9.994331612903226414e+03,9.947680000000000291e+03,1.002384774193548401e+04
1.003341548387096736e+04,9.965087741935483791e+03,1.002674967741935507e+04
1.003327741935483937e+04,9.964433548387096380e+03,9.960961290322580680e+03
9.984532903225806876e+03,1.000169806451612931e+04,9.992575483870967219e+03
9.988005161290322576e+03,9.953726451612903475e+03,9.981296774193548117e+03
9.942358709677419029e+03,9.986535483870968164e+03,1.004476258064516151e+04
1.006051225806451657e+04,1.003675225806451635e+04,9.961849032258063744e+03
1.008359870967741881e+04,0.000000000000000000e+00,0.000000000000000000e+00
